,Date,Commodity,Commodity Details,Measurement,Unit,Unit Details,Domain Category,Value
3868,2015-08,HAY,,SALES,PCT OF MKTG YEAR,,NOT SPECIFIED,11
3869,2015-08,HAY,(EXCL ALFALFA),PRICE RECEIVED,$ / TON,,NOT SPECIFIED,135
3870,2015-08,HAY,ALFALFA,PRICE RECEIVED,$ / TON,,NOT SPECIFIED,165
3871,2015-08,LEMONS,,PRICE RECEIVED,$ / BOX,ON TREE EQUIV,NOT SPECIFIED, (S)
3872,2015-08,LEMONS,,PRICE RECEIVED,$ / BOX,PHD EQUIV,NOT SPECIFIED, (S)
3873,2015-08,LEMONS,FRESH MARKET,PRICE RECEIVED,$ / BOX,FOB,NOT SPECIFIED, (S)
3874,2015-08,LEMONS,FRESH MARKET,PRICE RECEIVED,$ / BOX,ON TREE EQUIV,NOT SPECIFIED, (S)
3875,2015-08,LEMONS,FRESH MARKET,PRICE RECEIVED,$ / BOX,PHD EQUIV,NOT SPECIFIED, (S)
3876,2015-08,LEMONS,PROCESSING,PRICE RECEIVED,$ / BOX,ON TREE EQUIV,NOT SPECIFIED, (D)
3877,2015-08,LEMONS,PROCESSING,PRICE RECEIVED,$ / BOX,PHD EQUIV,NOT SPECIFIED, (D)
3878,2015-08,ORANGES,,PRICE RECEIVED,$ / BOX,ON TREE EQUIV,NOT SPECIFIED,12.17
3879,2015-08,ORANGES,,PRICE RECEIVED,$ / BOX,PHD EQUIV,NOT SPECIFIED,14.83
3880,2015-08,ORANGES,FRESH MARKET,PRICE RECEIVED,$ / BOX,FOB,NOT SPECIFIED,28.3
3881,2015-08,ORANGES,FRESH MARKET,PRICE RECEIVED,$ / BOX,ON TREE EQUIV,NOT SPECIFIED,16.34
3882,2015-08,ORANGES,FRESH MARKET,PRICE RECEIVED,$ / BOX,PHD EQUIV,NOT SPECIFIED,18.95
3883,2015-08,ORANGES,MID & NAVEL,PRICE RECEIVED,$ / BOX,ON TREE EQUIV,NOT SPECIFIED, (S)
3884,2015-08,ORANGES,MID & NAVEL,PRICE RECEIVED,$ / BOX,PHD EQUIV,NOT SPECIFIED, (S)
3885,2015-08,ORANGES,"MID & NAVEL, FRESH MARKET",PRICE RECEIVED,$ / BOX,FOB,NOT SPECIFIED, (S)
3886,2015-08,ORANGES,"MID & NAVEL, FRESH MARKET",PRICE RECEIVED,$ / BOX,ON TREE EQUIV,NOT SPECIFIED, (S)
3887,2015-08,ORANGES,"MID & NAVEL, FRESH MARKET",PRICE RECEIVED,$ / BOX,PHD EQUIV,NOT SPECIFIED, (S)
3888,2015-08,ORANGES,"MID & NAVEL, PROCESSING",PRICE RECEIVED,$ / BOX,ON TREE EQUIV,NOT SPECIFIED, (S)
3889,2015-08,ORANGES,"MID & NAVEL, PROCESSING",PRICE RECEIVED,$ / BOX,PHD EQUIV,NOT SPECIFIED, (S)
3890,2015-08,ORANGES,PROCESSING,PRICE RECEIVED,$ / BOX,ON TREE EQUIV,NOT SPECIFIED, (D)
3891,2015-08,ORANGES,PROCESSING,PRICE RECEIVED,$ / BOX,PHD EQUIV,NOT SPECIFIED, (D)
3892,2015-08,ORANGES,VALENCIA,PRICE RECEIVED,$ / BOX,ON TREE EQUIV,NOT SPECIFIED,12.17
3893,2015-08,ORANGES,VALENCIA,PRICE RECEIVED,$ / BOX,PHD EQUIV,NOT SPECIFIED,14.83
3894,2015-08,ORANGES,"VALENCIA, FRESH MARKET",PRICE RECEIVED,$ / BOX,FOB,NOT SPECIFIED,28.3
3895,2015-08,ORANGES,"VALENCIA, FRESH MARKET",PRICE RECEIVED,$ / BOX,ON TREE EQUIV,NOT SPECIFIED,16.34
3896,2015-08,ORANGES,"VALENCIA, FRESH MARKET",PRICE RECEIVED,$ / BOX,PHD EQUIV,NOT SPECIFIED,18.95
3897,2015-08,ORANGES,"VALENCIA, PROCESSING",PRICE RECEIVED,$ / BOX,ON TREE EQUIV,NOT SPECIFIED, (D)
3898,2015-08,ORANGES,"VALENCIA, PROCESSING",PRICE RECEIVED,$ / BOX,PHD EQUIV,NOT SPECIFIED, (D)
3899,2015-08,POTATOES,,PRICE RECEIVED,$ / CWT,,NOT SPECIFIED,12.6
3900,2015-08,POTATOES,FALL,PRICE RECEIVED,$ / CWT,,NOT SPECIFIED, (S)
3901,2015-08,POTATOES,SPRING,PRICE RECEIVED,$ / CWT,,NOT SPECIFIED,12.6
3902,2015-08,RICE,MEDIUM-SHORT GRAIN,PRICE RECEIVED,$ / CWT,,NOT SPECIFIED,20.8
3903,2015-08,TANGERINES,,PRICE RECEIVED,$ / BOX,ON TREE EQUIV,NOT SPECIFIED, (S)
3904,2015-08,TANGERINES,,PRICE RECEIVED,$ / BOX,PHD EQUIV,NOT SPECIFIED, (S)
3905,2015-08,TANGERINES,FRESH MARKET,PRICE RECEIVED,$ / BOX,FOB,NOT SPECIFIED, (S)
3906,2015-08,TANGERINES,FRESH MARKET,PRICE RECEIVED,$ / BOX,ON TREE EQUIV,NOT SPECIFIED, (S)
3907,2015-08,TANGERINES,FRESH MARKET,PRICE RECEIVED,$ / BOX,PHD EQUIV,NOT SPECIFIED, (S)
3908,2015-08,TANGERINES,PROCESSING,PRICE RECEIVED,$ / BOX,ON TREE EQUIV,NOT SPECIFIED, (S)
3909,2015-08,TANGERINES,PROCESSING,PRICE RECEIVED,$ / BOX,PHD EQUIV,NOT SPECIFIED, (S)
3910,2015-08,WHEAT,,PRICE RECEIVED,$ / BU,,NOT SPECIFIED, (D)
3911,2015-08,WHEAT,,SALES,PCT OF MKTG YEAR,,NOT SPECIFIED,2
3912,2015-08,WHEAT,"SPRING, DURUM",PRICE RECEIVED,$ / BU,,NOT SPECIFIED, (S)
3913,2015-08,WHEAT,WINTER,PRICE RECEIVED,$ / BU,,NOT SPECIFIED, (D)
3914,2015-12,APPLES,FRESH MARKET,PRICE RECEIVED,$ / LB,,NOT SPECIFIED, (S)
3915,2015-12,BARLEY,,PRICE RECEIVED,$ / BU,,NOT SPECIFIED, (D)
3916,2015-12,BARLEY,,SALES,PCT OF MKTG YEAR,,NOT SPECIFIED,5
3917,2015-12,BARLEY,FEED,PRICE RECEIVED,$ / BU,,NOT SPECIFIED, (D)
3918,2015-12,BARLEY,MALTING,PRICE RECEIVED,$ / BU,,NOT SPECIFIED, (S)
3919,2015-12,BEANS,"DRY EDIBLE, INCL CHICKPEAS",PRICE RECEIVED,$ / CWT,,NOT SPECIFIED,71.7
3920,2015-12,BEANS,"DRY EDIBLE, INCL CHICKPEAS",SALES,PCT OF MKTG YEAR,,NOT SPECIFIED,8
3921,2015-12,COTTON,COTTONSEED,PRICE RECEIVED,$ / TON,,NOT SPECIFIED, (D)
3922,2015-12,COTTON,UPLAND,PRICE RECEIVED,$ / LB,,NOT SPECIFIED, (S)
3923,2015-12,GRAPEFRUIT,,PRICE RECEIVED,$ / BOX,ON TREE EQUIV,NOT SPECIFIED,18.16
3924,2015-12,GRAPEFRUIT,,PRICE RECEIVED,$ / BOX,PHD EQUIV,NOT SPECIFIED,20.53
3925,2015-12,GRAPEFRUIT,FRESH MARKET,PRICE RECEIVED,$ / BOX,FOB,NOT SPECIFIED, (D)
3926,2015-12,GRAPEFRUIT,FRESH MARKET,PRICE RECEIVED,$ / BOX,ON TREE EQUIV,NOT SPECIFIED, (D)
3927,2015-12,GRAPEFRUIT,FRESH MARKET,PRICE RECEIVED,$ / BOX,PHD EQUIV,NOT SPECIFIED, (D)
3928,2015-12,GRAPEFRUIT,PROCESSING,PRICE RECEIVED,$ / BOX,ON TREE EQUIV,NOT SPECIFIED, (S)
3929,2015-12,GRAPEFRUIT,PROCESSING,PRICE RECEIVED,$ / BOX,PHD EQUIV,NOT SPECIFIED, (S)
3930,2015-12,HAY,,PRICE RECEIVED,$ / TON,,NOT SPECIFIED,155
3931,2015-12,HAY,,SALES,PCT OF MKTG YEAR,,NOT SPECIFIED,5
3932,2015-12,HAY,(EXCL ALFALFA),PRICE RECEIVED,$ / TON,,NOT SPECIFIED,120
3933,2015-12,HAY,ALFALFA,PRICE RECEIVED,$ / TON,,NOT SPECIFIED,165
3934,2015-12,LEMONS,,PRICE RECEIVED,$ / BOX,ON TREE EQUIV,NOT SPECIFIED,24.59
3935,2015-12,LEMONS,,PRICE RECEIVED,$ / BOX,PHD EQUIV,NOT SPECIFIED,30.45
3936,2015-12,LEMONS,FRESH MARKET,PRICE RECEIVED,$ / BOX,FOB,NOT SPECIFIED,52.3
3937,2015-12,LEMONS,FRESH MARKET,PRICE RECEIVED,$ / BOX,ON TREE EQUIV,NOT SPECIFIED,36.4
3938,2015-12,LEMONS,FRESH MARKET,PRICE RECEIVED,$ / BOX,PHD EQUIV,NOT SPECIFIED,42.66
3939,2015-12,LEMONS,PROCESSING,PRICE RECEIVED,$ / BOX,ON TREE EQUIV,NOT SPECIFIED, (D)
3940,2015-12,LEMONS,PROCESSING,PRICE RECEIVED,$ / BOX,PHD EQUIV,NOT SPECIFIED, (D)
3941,2015-12,ORANGES,,PRICE RECEIVED,$ / BOX,ON TREE EQUIV,NOT SPECIFIED,17.08
3942,2015-12,ORANGES,,PRICE RECEIVED,$ / BOX,PHD EQUIV,NOT SPECIFIED,19.76
3943,2015-12,ORANGES,FRESH MARKET,PRICE RECEIVED,$ / BOX,FOB,NOT SPECIFIED,31.6
3944,2015-12,ORANGES,FRESH MARKET,PRICE RECEIVED,$ / BOX,ON TREE EQUIV,NOT SPECIFIED,19.4
3945,2015-12,ORANGES,FRESH MARKET,PRICE RECEIVED,$ / BOX,PHD EQUIV,NOT SPECIFIED,22.06
3946,2015-12,ORANGES,MID & NAVEL,PRICE RECEIVED,$ / BOX,ON TREE EQUIV,NOT SPECIFIED,17.08
3947,2015-12,ORANGES,MID & NAVEL,PRICE RECEIVED,$ / BOX,PHD EQUIV,NOT SPECIFIED,19.76
3948,2015-12,ORANGES,"MID & NAVEL, FRESH MARKET",PRICE RECEIVED,$ / BOX,FOB,NOT SPECIFIED,31.6
3949,2015-12,ORANGES,"MID & NAVEL, FRESH MARKET",PRICE RECEIVED,$ / BOX,ON TREE EQUIV,NOT SPECIFIED,19.4
3950,2015-12,ORANGES,"MID & NAVEL, FRESH MARKET",PRICE RECEIVED,$ / BOX,PHD EQUIV,NOT SPECIFIED,22.06
3951,2015-12,ORANGES,"MID & NAVEL, PROCESSING",PRICE RECEIVED,$ / BOX,ON TREE EQUIV,NOT SPECIFIED, (D)
3952,2015-12,ORANGES,"MID & NAVEL, PROCESSING",PRICE RECEIVED,$ / BOX,PHD EQUIV,NOT SPECIFIED, (D)
3953,2015-12,ORANGES,PROCESSING,PRICE RECEIVED,$ / BOX,ON TREE EQUIV,NOT SPECIFIED, (D)
3954,2015-12,ORANGES,PROCESSING,PRICE RECEIVED,$ / BOX,PHD EQUIV,NOT SPECIFIED, (D)
3955,2015-12,ORANGES,VALENCIA,PRICE RECEIVED,$ / BOX,ON TREE EQUIV,NOT SPECIFIED, (S)
3956,2015-12,ORANGES,VALENCIA,PRICE RECEIVED,$ / BOX,PHD EQUIV,NOT SPECIFIED, (S)
3957,2015-12,ORANGES,"VALENCIA, FRESH MARKET",PRICE RECEIVED,$ / BOX,FOB,NOT SPECIFIED, (S)
3958,2015-12,ORANGES,"VALENCIA, FRESH MARKET",PRICE RECEIVED,$ / BOX,ON TREE EQUIV,NOT SPECIFIED, (S)
3959,2015-12,ORANGES,"VALENCIA, FRESH MARKET",PRICE RECEIVED,$ / BOX,PHD EQUIV,NOT SPECIFIED, (S)
3960,2015-12,ORANGES,"VALENCIA, PROCESSING",PRICE RECEIVED,$ / BOX,ON TREE EQUIV,NOT SPECIFIED, (S)
3961,2015-12,ORANGES,"VALENCIA, PROCESSING",PRICE RECEIVED,$ / BOX,PHD EQUIV,NOT SPECIFIED, (S)
3962,2015-12,POTATOES,,PRICE RECEIVED,$ / CWT,,NOT SPECIFIED,8.3
3963,2015-12,POTATOES,FALL,PRICE RECEIVED,$ / CWT,,NOT SPECIFIED,8.3
3964,2015-12,POTATOES,SPRING,PRICE RECEIVED,$ / CWT,,NOT SPECIFIED, (S)
3965,2015-12,RICE,MEDIUM-SHORT GRAIN,PRICE RECEIVED,$ / CWT,,NOT SPECIFIED,19
3966,2015-12,TANGERINES,,PRICE RECEIVED,$ / BOX,ON TREE EQUIV,NOT SPECIFIED, (D)
3967,2015-12,TANGERINES,,PRICE RECEIVED,$ / BOX,PHD EQUIV,NOT SPECIFIED, (D)
3968,2015-12,TANGERINES,FRESH MARKET,PRICE RECEIVED,$ / BOX,FOB,NOT SPECIFIED, (D)
3969,2015-12,TANGERINES,FRESH MARKET,PRICE RECEIVED,$ / BOX,ON TREE EQUIV,NOT SPECIFIED, (D)
3970,2015-12,TANGERINES,FRESH MARKET,PRICE RECEIVED,$ / BOX,PHD EQUIV,NOT SPECIFIED, (D)
3971,2015-12,TANGERINES,PROCESSING,PRICE RECEIVED,$ / BOX,ON TREE EQUIV,NOT SPECIFIED, (D)
3972,2015-12,TANGERINES,PROCESSING,PRICE RECEIVED,$ / BOX,PHD EQUIV,NOT SPECIFIED, (D)
3973,2015-12,WHEAT,,PRICE RECEIVED,$ / BU,,NOT SPECIFIED,5.43
3974,2015-12,WHEAT,,SALES,PCT OF MKTG YEAR,,NOT SPECIFIED,4
3975,2015-12,WHEAT,"SPRING, DURUM",PRICE RECEIVED,$ / BU,,NOT SPECIFIED, (D)
3976,2015-12,WHEAT,WINTER,PRICE RECEIVED,$ / BU,,NOT SPECIFIED,5.45
3977,2015-02,APPLES,FRESH MARKET,PRICE RECEIVED,$ / LB,,NOT SPECIFIED, (S)
3978,2015-02,BARLEY,,PRICE RECEIVED,$ / BU,,NOT SPECIFIED, (S)
3979,2015-02,BARLEY,FEED,PRICE RECEIVED,$ / BU,,NOT SPECIFIED, (S)
3980,2015-02,BEANS,"DRY EDIBLE, INCL CHICKPEAS",PRICE RECEIVED,$ / CWT,,NOT SPECIFIED,69.2
3981,2015-02,BEANS,"DRY EDIBLE, INCL CHICKPEAS",SALES,PCT OF MKTG YEAR,,NOT SPECIFIED,16
3982,2015-02,COTTON,COTTONSEED,PRICE RECEIVED,$ / TON,,NOT SPECIFIED, (S)
3983,2015-02,COTTON,UPLAND,PRICE RECEIVED,$ / LB,,NOT SPECIFIED, (D)
3984,2015-02,COTTON,UPLAND,SALES,PCT OF MKTG YEAR,,NOT SPECIFIED,12.6
3985,2015-02,GRAPEFRUIT,,PRICE RECEIVED,$ / BOX,ON TREE EQUIV,NOT SPECIFIED,6.98
3986,2015-02,GRAPEFRUIT,,PRICE RECEIVED,$ / BOX,PHD EQUIV,NOT SPECIFIED,9.46
3987,2015-02,GRAPEFRUIT,FRESH MARKET,PRICE RECEIVED,$ / BOX,FOB,NOT SPECIFIED, (D)
3988,2015-02,GRAPEFRUIT,FRESH MARKET,PRICE RECEIVED,$ / BOX,ON TREE EQUIV,NOT SPECIFIED, (D)
3989,2015-02,GRAPEFRUIT,FRESH MARKET,PRICE RECEIVED,$ / BOX,PHD EQUIV,NOT SPECIFIED, (D)
3990,2015-02,GRAPEFRUIT,PROCESSING,PRICE RECEIVED,$ / BOX,ON TREE EQUIV,NOT SPECIFIED, (D)
3991,2015-02,GRAPEFRUIT,PROCESSING,PRICE RECEIVED,$ / BOX,PHD EQUIV,NOT SPECIFIED, (D)
3992,2015-02,HAY,,PRICE RECEIVED,$ / TON,,NOT SPECIFIED,186
3993,2015-02,HAY,,SALES,PCT OF MKTG YEAR,,NOT SPECIFIED,4
3994,2015-02,HAY,(EXCL ALFALFA),PRICE RECEIVED,$ / TON,,NOT SPECIFIED,170
3995,2015-02,HAY,ALFALFA,PRICE RECEIVED,$ / TON,,NOT SPECIFIED,190
3996,2015-02,LEMONS,,PRICE RECEIVED,$ / BOX,ON TREE EQUIV,NOT SPECIFIED,13.31
3997,2015-02,LEMONS,,PRICE RECEIVED,$ / BOX,PHD EQUIV,NOT SPECIFIED,18.75
3998,2015-02,LEMONS,FRESH MARKET,PRICE RECEIVED,$ / BOX,FOB,NOT SPECIFIED,47.1
3999,2015-02,LEMONS,FRESH MARKET,PRICE RECEIVED,$ / BOX,ON TREE EQUIV,NOT SPECIFIED,31.51
4000,2015-02,LEMONS,FRESH MARKET,PRICE RECEIVED,$ / BOX,PHD EQUIV,NOT SPECIFIED,37.65
4001,2015-02,LEMONS,PROCESSING,PRICE RECEIVED,$ / BOX,ON TREE EQUIV,NOT SPECIFIED, (D)
4002,2015-02,LEMONS,PROCESSING,PRICE RECEIVED,$ / BOX,PHD EQUIV,NOT SPECIFIED, (D)
4003,2015-02,ORANGES,,PRICE RECEIVED,$ / BOX,ON TREE EQUIV,NOT SPECIFIED,13.38
4004,2015-02,ORANGES,,PRICE RECEIVED,$ / BOX,PHD EQUIV,NOT SPECIFIED,16.02
4005,2015-02,ORANGES,FRESH MARKET,PRICE RECEIVED,$ / BOX,FOB,NOT SPECIFIED,28.7
4006,2015-02,ORANGES,FRESH MARKET,PRICE RECEIVED,$ / BOX,ON TREE EQUIV,NOT SPECIFIED,16.74
4007,2015-02,ORANGES,FRESH MARKET,PRICE RECEIVED,$ / BOX,PHD EQUIV,NOT SPECIFIED,19.35
4008,2015-02,ORANGES,MID & NAVEL,PRICE RECEIVED,$ / BOX,ON TREE EQUIV,NOT SPECIFIED,13.38
4009,2015-02,ORANGES,MID & NAVEL,PRICE RECEIVED,$ / BOX,PHD EQUIV,NOT SPECIFIED,16.02
4010,2015-02,ORANGES,"MID & NAVEL, FRESH MARKET",PRICE RECEIVED,$ / BOX,FOB,NOT SPECIFIED,28.7
4011,2015-02,ORANGES,"MID & NAVEL, FRESH MARKET",PRICE RECEIVED,$ / BOX,ON TREE EQUIV,NOT SPECIFIED,16.74
4012,2015-02,ORANGES,"MID & NAVEL, FRESH MARKET",PRICE RECEIVED,$ / BOX,PHD EQUIV,NOT SPECIFIED,19.35
4013,2015-02,ORANGES,"MID & NAVEL, PROCESSING",PRICE RECEIVED,$ / BOX,ON TREE EQUIV,NOT SPECIFIED, (D)
4014,2015-02,ORANGES,"MID & NAVEL, PROCESSING",PRICE RECEIVED,$ / BOX,PHD EQUIV,NOT SPECIFIED, (D)
4015,2015-02,ORANGES,PROCESSING,PRICE RECEIVED,$ / BOX,ON TREE EQUIV,NOT SPECIFIED, (D)
4016,2015-02,ORANGES,PROCESSING,PRICE RECEIVED,$ / BOX,PHD EQUIV,NOT SPECIFIED, (D)
4017,2015-02,ORANGES,VALENCIA,PRICE RECEIVED,$ / BOX,ON TREE EQUIV,NOT SPECIFIED, (S)
4018,2015-02,ORANGES,VALENCIA,PRICE RECEIVED,$ / BOX,PHD EQUIV,NOT SPECIFIED, (S)
4019,2015-02,ORANGES,"VALENCIA, FRESH MARKET",PRICE RECEIVED,$ / BOX,FOB,NOT SPECIFIED, (S)
4020,2015-02,ORANGES,"VALENCIA, FRESH MARKET",PRICE RECEIVED,$ / BOX,ON TREE EQUIV,NOT SPECIFIED, (S)
4021,2015-02,ORANGES,"VALENCIA, FRESH MARKET",PRICE RECEIVED,$ / BOX,PHD EQUIV,NOT SPECIFIED, (S)
4022,2015-02,ORANGES,"VALENCIA, PROCESSING",PRICE RECEIVED,$ / BOX,ON TREE EQUIV,NOT SPECIFIED, (S)
4023,2015-02,ORANGES,"VALENCIA, PROCESSING",PRICE RECEIVED,$ / BOX,PHD EQUIV,NOT SPECIFIED, (S)
4024,2015-02,POTATOES,,PRICE RECEIVED,$ / CWT,,NOT SPECIFIED,13.6
4025,2015-02,POTATOES,FALL,PRICE RECEIVED,$ / CWT,,NOT SPECIFIED,9.2
4026,2015-02,POTATOES,SPRING,PRICE RECEIVED,$ / CWT,,NOT SPECIFIED,18.7
4027,2015-02,RICE,MEDIUM-SHORT GRAIN,PRICE RECEIVED,$ / CWT,,NOT SPECIFIED,21.1
4028,2015-02,TANGERINES,,PRICE RECEIVED,$ / BOX,ON TREE EQUIV,NOT SPECIFIED, (D)
4029,2015-02,TANGERINES,,PRICE RECEIVED,$ / BOX,PHD EQUIV,NOT SPECIFIED, (D)
4030,2015-02,TANGERINES,FRESH MARKET,PRICE RECEIVED,$ / BOX,FOB,NOT SPECIFIED, (D)
4031,2015-02,TANGERINES,FRESH MARKET,PRICE RECEIVED,$ / BOX,ON TREE EQUIV,NOT SPECIFIED, (D)
4032,2015-02,TANGERINES,FRESH MARKET,PRICE RECEIVED,$ / BOX,PHD EQUIV,NOT SPECIFIED, (D)
4033,2015-02,TANGERINES,PROCESSING,PRICE RECEIVED,$ / BOX,ON TREE EQUIV,NOT SPECIFIED, (D)
4034,2015-02,TANGERINES,PROCESSING,PRICE RECEIVED,$ / BOX,PHD EQUIV,NOT SPECIFIED, (D)
4035,2015-02,WHEAT,,PRICE RECEIVED,$ / BU,,NOT SPECIFIED, (D)
4036,2015-02,WHEAT,,SALES,PCT OF MKTG YEAR,,NOT SPECIFIED,1
4037,2015-02,WHEAT,"SPRING, DURUM",PRICE RECEIVED,$ / BU,,NOT SPECIFIED, (S)
4038,2015-02,WHEAT,WINTER,PRICE RECEIVED,$ / BU,,NOT SPECIFIED, (D)
4039,2015-01,APPLES,FRESH MARKET,PRICE RECEIVED,$ / LB,,NOT SPECIFIED, (S)
4040,2015-01,BARLEY,,PRICE RECEIVED,$ / BU,,NOT SPECIFIED, (D)
4041,2015-01,BARLEY,,SALES,PCT OF MKTG YEAR,,NOT SPECIFIED,7
4042,2015-01,BARLEY,FEED,PRICE RECEIVED,$ / BU,,NOT SPECIFIED, (D)
4043,2015-01,BEANS,"DRY EDIBLE, INCL CHICKPEAS",PRICE RECEIVED,$ / CWT,,NOT SPECIFIED,58.1
4044,2015-01,BEANS,"DRY EDIBLE, INCL CHICKPEAS",SALES,PCT OF MKTG YEAR,,NOT SPECIFIED,11
4045,2015-01,COTTON,COTTONSEED,PRICE RECEIVED,$ / TON,,NOT SPECIFIED,305
4046,2015-01,COTTON,UPLAND,PRICE RECEIVED,$ / LB,,NOT SPECIFIED, (D)
4047,2015-01,COTTON,UPLAND,SALES,PCT OF MKTG YEAR,,NOT SPECIFIED,10.3
4048,2015-01,GRAPEFRUIT,,PRICE RECEIVED,$ / BOX,ON TREE EQUIV,NOT SPECIFIED,12.38
4049,2015-01,GRAPEFRUIT,,PRICE RECEIVED,$ / BOX,PHD EQUIV,NOT SPECIFIED,14.78
4050,2015-01,GRAPEFRUIT,FRESH MARKET,PRICE RECEIVED,$ / BOX,FOB,NOT SPECIFIED, (D)
4051,2015-01,GRAPEFRUIT,FRESH MARKET,PRICE RECEIVED,$ / BOX,ON TREE EQUIV,NOT SPECIFIED, (D)
4052,2015-01,GRAPEFRUIT,FRESH MARKET,PRICE RECEIVED,$ / BOX,PHD EQUIV,NOT SPECIFIED, (D)
4053,2015-01,GRAPEFRUIT,PROCESSING,PRICE RECEIVED,$ / BOX,ON TREE EQUIV,NOT SPECIFIED, (D)
4054,2015-01,GRAPEFRUIT,PROCESSING,PRICE RECEIVED,$ / BOX,PHD EQUIV,NOT SPECIFIED, (D)
4055,2015-01,HAY,,PRICE RECEIVED,$ / TON,,NOT SPECIFIED,190
4056,2015-01,HAY,,SALES,PCT OF MKTG YEAR,,NOT SPECIFIED,4
4057,2015-01,HAY,(EXCL ALFALFA),PRICE RECEIVED,$ / TON,,NOT SPECIFIED,160
4058,2015-01,HAY,ALFALFA,PRICE RECEIVED,$ / TON,,NOT SPECIFIED,200
4059,2015-01,LEMONS,,PRICE RECEIVED,$ / BOX,ON TREE EQUIV,NOT SPECIFIED,18.73
4060,2015-01,LEMONS,,PRICE RECEIVED,$ / BOX,PHD EQUIV,NOT SPECIFIED,24.35
4061,2015-01,LEMONS,FRESH MARKET,PRICE RECEIVED,$ / BOX,FOB,NOT SPECIFIED,48.4
4062,2015-01,LEMONS,FRESH MARKET,PRICE RECEIVED,$ / BOX,ON TREE EQUIV,NOT SPECIFIED,32.81
4063,2015-01,LEMONS,FRESH MARKET,PRICE RECEIVED,$ / BOX,PHD EQUIV,NOT SPECIFIED,38.95
4064,2015-01,LEMONS,PROCESSING,PRICE RECEIVED,$ / BOX,ON TREE EQUIV,NOT SPECIFIED, (D)
4065,2015-01,LEMONS,PROCESSING,PRICE RECEIVED,$ / BOX,PHD EQUIV,NOT SPECIFIED, (D)
4066,2015-01,ORANGES,,PRICE RECEIVED,$ / BOX,ON TREE EQUIV,NOT SPECIFIED,14.95
4067,2015-01,ORANGES,,PRICE RECEIVED,$ / BOX,PHD EQUIV,NOT SPECIFIED,17.58
4068,2015-01,ORANGES,FRESH MARKET,PRICE RECEIVED,$ / BOX,FOB,NOT SPECIFIED,29.8
4069,2015-01,ORANGES,FRESH MARKET,PRICE RECEIVED,$ / BOX,ON TREE EQUIV,NOT SPECIFIED,17.84
4070,2015-01,ORANGES,FRESH MARKET,PRICE RECEIVED,$ / BOX,PHD EQUIV,NOT SPECIFIED,20.45
4071,2015-01,ORANGES,MID & NAVEL,PRICE RECEIVED,$ / BOX,ON TREE EQUIV,NOT SPECIFIED,14.95
4072,2015-01,ORANGES,MID & NAVEL,PRICE RECEIVED,$ / BOX,PHD EQUIV,NOT SPECIFIED,17.58
4073,2015-01,ORANGES,"MID & NAVEL, FRESH MARKET",PRICE RECEIVED,$ / BOX,FOB,NOT SPECIFIED,29.8
4074,2015-01,ORANGES,"MID & NAVEL, FRESH MARKET",PRICE RECEIVED,$ / BOX,ON TREE EQUIV,NOT SPECIFIED,17.84
4075,2015-01,ORANGES,"MID & NAVEL, FRESH MARKET",PRICE RECEIVED,$ / BOX,PHD EQUIV,NOT SPECIFIED,20.45
4076,2015-01,ORANGES,"MID & NAVEL, PROCESSING",PRICE RECEIVED,$ / BOX,ON TREE EQUIV,NOT SPECIFIED, (D)
4077,2015-01,ORANGES,"MID & NAVEL, PROCESSING",PRICE RECEIVED,$ / BOX,PHD EQUIV,NOT SPECIFIED, (D)
4078,2015-01,ORANGES,PROCESSING,PRICE RECEIVED,$ / BOX,ON TREE EQUIV,NOT SPECIFIED, (D)
4079,2015-01,ORANGES,PROCESSING,PRICE RECEIVED,$ / BOX,PHD EQUIV,NOT SPECIFIED, (D)
4080,2015-01,ORANGES,VALENCIA,PRICE RECEIVED,$ / BOX,ON TREE EQUIV,NOT SPECIFIED, (S)
4081,2015-01,ORANGES,VALENCIA,PRICE RECEIVED,$ / BOX,PHD EQUIV,NOT SPECIFIED, (S)
4082,2015-01,ORANGES,"VALENCIA, FRESH MARKET",PRICE RECEIVED,$ / BOX,FOB,NOT SPECIFIED, (S)
4083,2015-01,ORANGES,"VALENCIA, FRESH MARKET",PRICE RECEIVED,$ / BOX,ON TREE EQUIV,NOT SPECIFIED, (S)
4084,2015-01,ORANGES,"VALENCIA, FRESH MARKET",PRICE RECEIVED,$ / BOX,PHD EQUIV,NOT SPECIFIED, (S)
4085,2015-01,ORANGES,"VALENCIA, PROCESSING",PRICE RECEIVED,$ / BOX,ON TREE EQUIV,NOT SPECIFIED, (S)
4086,2015-01,ORANGES,"VALENCIA, PROCESSING",PRICE RECEIVED,$ / BOX,PHD EQUIV,NOT SPECIFIED, (S)
4087,2015-01,POTATOES,,PRICE RECEIVED,$ / CWT,,NOT SPECIFIED,14.2
4088,2015-01,POTATOES,FALL,PRICE RECEIVED,$ / CWT,,NOT SPECIFIED,9.3
4089,2015-01,POTATOES,SPRING,PRICE RECEIVED,$ / CWT,,NOT SPECIFIED,21.6
4090,2015-01,RICE,MEDIUM-SHORT GRAIN,PRICE RECEIVED,$ / CWT,,NOT SPECIFIED,23.2
4091,2015-01,TANGERINES,,PRICE RECEIVED,$ / BOX,ON TREE EQUIV,NOT SPECIFIED, (D)
